 33.2799 2.22387 26.1514
 20.0245 20.2179 26.9153
 34.2604 34.5774 34.0419
 23.9879 28.3926 31.9889
 38.5871 21.6438 30.4942
 24.5993 25.9145 18.1473
 20.8665 35.775 27.7203
 25.4173 28.8911 23.7922
 4.7234 21.0163 23.9661
 14.4361 24.4506 19.0214
 4.31543 29.8827 35.6794
 32.4399 26.2303 25.9531
 37.6045 39.436 26.9505
 28.8702 29.8926 36.2869
 18.01 29.067 22.5663
 23.8387 17.6632 20.2237
 18.0374 35.0095 23.4362
 2.00904 12.3512 23.369
 15.105 36.9526 32.0181
 7.85467 26.9563 30.415
 15.7182 19.2647 37.9352
 6.95009 2.56093 29.0203
 3.77046 39.8372 37.2687
 37.8094 30.1837 29.5266
 12.3247 33.942 21.1292
 -2.06856 31.0523 26.409
 14.1725 25.2994 25.8
 8.13531 17.9616 13.7949
 15.959 3.55375 33.5012
 20.1273 33.1843 34.4102
 2.3049 22.9774 38.5799
 1.68868 23.2117 18.2128
 0.526707 21.2039 28.5576
 21.9619 2.5013 27.2365
 37.8185 12.1771 39.4563
 27.5965 1.13783 36.2129
 31.9492 35.5375 25.6063
 33.5784 12.2304 24.1362
 31.1144 22.1775 33.641
 25.7006 3.7005 22.312
 27.7454 3.20332 20.4878
 20.9935 20.4881 29.6604
 5.2236 36.2121 25.2512
 29.7177 1.54849 19.6824
 33.9309 9.10356 24.4562
 32.328 14.4204 32.4602
 24.253 14.4094 30.4761
 22.9876 9.6594 27.3738
 14.3724 9.85566 37.271
 37.5805 39.167 37.3878
 14.5025 0.815189 3.82905
 11.9012 7.90038 29.952
 12.3972 32.9937 27.6471
 11.4075 15.3422 24.0467
 1.98012 10.5831 31.1713
 39.6913 10.5289 0.600524
 12.6481 4.45661 24.9458
 3.93585 11.297 20.6945
 10.916 3.20068 19.4856
 6.15823 6.02122 39.2576
 9.72487 14.1176 30.9215
 20.2482 8.69718 34.4391
 35.3901 9.78794 35.1832
 38.0675 3.19374 20.9315
 34.3006 -1.13737 8.82553
 26.7864 18.8552 6.06744
 39.2951 35.988 7.16164
 39.5203 16.0561 20.6288
 31.6383 23.0977 16.4733
 0.872666 1.41759 5.56944
 21.3899 36.0481 10.7248
 24.7658 24.987 4.26813
 37.5426 24.2891 7.50728
 13.7857 34.5209 3.2678
 31.9866 29.1293 25.0102
 19.4228 20.7218 6.92145
 29.273 38.5385 38.0239
 30.3293 31.0863 6.18154
 24.2213 27.0554 10.9245
 20.6665 31.1441 1.97173
 23.6502 -1.15249 6.23001
 4.40109 21.7502 10.2602
 12.8831 31.3777 12.8948
 8.73202 25.7241 20.6039
 12.6413 13.1533 6.54167
 12.5969 34.8782 0.888502
 5.83493 38.5297 9.48568
 2.41304 27.3082 12.9935
 14.0952 26.7057 36.5561
 37.4181 33.9582 1.45578
 13.6522 31.8268 10.1108
 11.1492 28.8126 4.97308
 25.3563 1.24473 4.78685
 -0.458911 35.3615 17.1167
 36.1093 27.9944 15.137
 4.54696 31.3327 6.46036
 32.1949 17.2142 18.2647
 21.079 3.96833 9.40037
 19.8333 11.4177 15.069
 27.3604 12.84 21.5591
 24.8334 34.6241 15.3691
 31.2551 21.2485 4.0484
 21.8575 15.1601 12.6431
 28.5017 7.19099 8.49139
 37.6786 9.84527 8.2592
 21.9229 9.5736 4.87429
 30.9855 7.50671 39.2909
 26.4427 17.9153 3.05225
 35.6239 26.9842 40.9378
 23.6689 17.3922 10.3255
 17.7909 15.2082 23.5198
 26.195 21.664 33.5844
 17.0175 21.7499 9.48948
 0.287555 2.44479 8.15255
